sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3487520,3.0,2.0,0.0,200.0,200.0,200.0,14.0,49.0,74.0,102.0,11.0,No,0.0,0.78,0.8,0.0,No,No,No,Yes,No,Yes
3487684,0.0,12.0,0.0,5.0,7.0,10.0,1.0,5.0,6.0,6.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3487761,10.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,7.0,1.0,No,0.0,0.7,0.66,0.0,Yes,No,Yes,Yes,No,Yes
3488123,20.0,12.0,0.0,150.0,150.0,315.0,12.0,52.0,85.0,170.0,28.0,No,0.0,0.44,0.23,0.0,No,No,No,Yes,No,Yes
3488217,0.0,2.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,Yes
3488255,-11.0,8.0,0.0,80.0,80.0,120.0,5.0,28.0,55.0,76.0,13.0,No,0.0,0.81,0.78,11.0,No,No,No,Yes,No,Yes
3488328,3.0,9.0,0.0,40.0,61.0,82.0,12.0,31.0,66.0,99.0,2.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3488482,0.0,8.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3488507,0.0,8.0,0.0,20.0,20.0,20.0,7.0,12.0,18.0,23.0,0.0,No,0.0,0.96,0.97,0.0,No,No,No,Yes,No,Yes
3488659,4.0,2.0,4.0,34.0,55.0,76.0,8.0,25.0,39.0,41.0,5.0,No,0.0,0.83,0.78,0.0,No,No,No,Yes,No,Yes
3488667,151.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,31.0,46.0,2.0,No,0.0,0.93,0.94,2.0,Yes,No,No,Yes,No,Yes
3488678,0.0,8.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,Yes
3488769,1.0,8.0,0.0,10.0,20.0,30.0,2.0,8.0,14.0,19.0,2.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,Yes
3488797,2.0,8.0,0.0,8.0,19.0,27.0,6.0,16.0,32.0,41.0,0.0,No,0.0,0.88,0.68,0.0,No,No,Yes,Yes,No,Yes
3488799,0.0,8.0,0.0,8.0,16.0,20.0,0.0,4.0,7.0,12.0,2.0,No,0.0,0.87,0.83,0.0,No,No,No,Yes,No,Yes
3488862,0.0,12.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3488877,1.0,2.0,0.0,17.0,26.0,36.0,3.0,4.0,4.0,4.0,0.0,No,0.0,0.54,0.56,0.0,Yes,No,No,Yes,No,Yes
3488923,10.0,8.0,0.0,6.0,12.0,18.0,8.0,16.0,26.0,39.0,0.0,No,0.0,0.83,0.92,0.0,No,No,No,Yes,No,Yes
3488987,-1.0,8.0,0.0,13.0,13.0,16.0,2.0,6.0,8.0,12.0,0.0,No,0.0,0.7,0.73,1.0,No,No,No,Yes,No,Yes
3489270,7.0,9.0,0.0,0.0,3.0,6.0,2.0,3.0,8.0,13.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
3489283,39.0,8.0,5.0,951.0,1437.0,2247.0,102.0,142.0,290.0,324.0,174.0,No,0.0,0.56,0.68,4.0,No,No,Yes,Yes,No,Yes
3489346,4.0,8.0,2.0,336.0,540.0,744.0,37.0,191.0,388.0,592.0,95.0,No,0.0,0.41,0.46,5.0,No,No,Yes,Yes,No,Yes
3489385,26.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,13.0,0.0,No,0.0,0.89,0.87,0.0,No,No,No,Yes,No,Yes
3489643,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,No,0.0,0.84,0.82,0.0,No,No,No,Yes,No,Yes
3489646,0.0,2.0,0.0,0.0,137.0,170.0,80.0,80.0,100.0,100.0,0.0,No,0.0,0.9,0.92,80.0,Yes,No,Yes,Yes,No,Yes
3489680,107.0,8.0,52.0,1220.0,1750.0,2280.0,217.0,580.0,1226.0,1783.0,449.0,No,0.0,0.0,0.0,2.0,No,No,No,Yes,No,Yes
3489689,1.0,13.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,Yes
3489754,0.0,4.0,0.0,0.0,0.0,0.0,20.0,55.0,103.0,118.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,Yes
3489781,3.0,2.0,0.0,1.0,1.0,1.0,1.0,12.0,16.0,19.0,0.0,No,0.0,0.98,0.6,0.0,No,No,Yes,Yes,No,Yes
3489967,3.0,8.0,0.0,30.0,45.0,60.0,8.0,25.0,47.0,68.0,3.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
3490129,4.0,8.0,0.0,35.0,67.0,99.0,8.0,35.0,64.0,88.0,0.0,No,0.0,0.7,0.71,0.0,No,No,No,Yes,No,Yes
3490202,1.0,8.0,0.0,10.0,10.0,10.0,1.0,2.0,2.0,4.0,2.0,No,0.0,0.84,0.86,0.0,No,No,No,Yes,No,Yes
3490209,3.0,14.0,5.0,10.0,15.0,25.0,2.0,9.0,17.0,29.0,5.0,No,0.0,0.65,0.71,0.0,No,No,Yes,Yes,No,Yes
3490216,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,27.0,4.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,Yes
3490261,2.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,No,0.0,0.78,0.75,0.0,No,No,No,Yes,No,Yes
3490263,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,No,0.0,0.87,0.8,0.0,No,No,Yes,No,Yes,Yes
3490287,5.0,8.0,0.0,5.0,15.0,20.0,4.0,11.0,16.0,31.0,3.0,No,0.0,0.77,0.71,0.0,No,No,No,Yes,No,Yes
3490359,1.0,8.0,0.0,5.0,8.0,11.0,1.0,4.0,6.0,7.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3490506,-49.0,8.0,110.0,2265.0,3115.0,4030.0,844.0,1885.0,2392.0,4219.0,1078.0,No,0.0,0.82,0.81,59.0,No,No,No,Yes,No,Yes
3490539,0.0,8.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.1,0.11,0.0,No,No,No,Yes,No,Yes
3490650,0.0,2.0,0.0,23.0,29.0,35.0,7.0,15.0,15.0,16.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,Yes
3490707,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.18,0.33,0.0,Yes,No,No,Yes,No,Yes
3490938,2.0,8.0,0.0,54.0,86.0,118.0,10.0,24.0,53.0,67.0,16.0,No,0.0,0.12,0.1,0.0,No,No,No,Yes,No,Yes
3490980,0.0,9.0,0.0,15.0,19.0,25.0,5.0,9.0,19.0,26.0,4.0,No,0.0,0.61,0.69,0.0,No,No,No,Yes,No,Yes
3491040,3.0,8.0,0.0,27.0,54.0,54.0,7.0,19.0,28.0,51.0,4.0,No,0.0,0.89,0.95,0.0,No,No,Yes,Yes,No,Yes
3491121,2.0,8.0,12.0,84.0,120.0,144.0,10.0,33.0,76.0,105.0,0.0,Yes,0.0,0.31,0.22,0.0,No,No,No,Yes,No,Yes
3491253,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,No,0.0,0.0,0.0,0.0,No,No,Yes,Yes,No,Yes
3491272,1.0,8.0,0.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,0.0,No,0.0,0.85,0.64,0.0,No,No,No,Yes,No,Yes
3491436,0.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,Yes
3491600,38.0,12.0,0.0,18.0,41.0,64.0,3.0,27.0,33.0,65.0,22.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3491687,1179.0,8.0,219.0,1700.0,2500.0,3300.0,826.0,1735.0,2123.0,2963.0,442.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3491733,0.0,2.0,0.0,18.0,18.0,18.0,5.0,8.0,8.0,8.0,1.0,No,0.0,0.85,0.8,0.0,Yes,No,No,Yes,No,Yes
3491840,5.0,2.0,0.0,5.0,5.0,10.0,3.0,6.0,11.0,16.0,0.0,No,0.0,0.82,0.89,0.0,No,No,No,Yes,No,Yes
3491842,0.0,8.0,0.0,3.0,3.0,6.0,0.0,1.0,2.0,2.0,0.0,No,0.0,1.0,0.92,0.0,No,No,No,Yes,No,Yes
3491921,2.0,8.0,0.0,2.0,4.0,7.0,1.0,2.0,5.0,12.0,0.0,No,0.0,0.18,0.33,0.0,No,No,No,Yes,No,Yes
3491958,4.0,8.0,0.0,20.0,31.0,31.0,3.0,12.0,22.0,34.0,1.0,No,0.0,0.84,0.7,0.0,No,No,No,Yes,No,Yes
3491980,2.0,8.0,0.0,15.0,30.0,40.0,3.0,11.0,22.0,37.0,0.0,No,0.0,0.56,0.68,0.0,No,No,No,Yes,No,Yes
3492056,1.0,8.0,0.0,11.0,15.0,20.0,4.0,11.0,19.0,30.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,Yes
3492241,1.0,8.0,0.0,27.0,27.0,42.0,6.0,16.0,23.0,48.0,0.0,No,0.0,0.05,0.13,0.0,No,No,No,Yes,No,Yes
3492308,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3492452,0.0,4.0,0.0,12.0,17.0,22.0,1.0,9.0,14.0,17.0,0.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
3493001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,No,No,Yes
3492476,9.0,2.0,0.0,5.0,14.0,25.0,0.0,3.0,8.0,10.0,0.0,No,0.0,0.47,0.44,0.0,No,No,No,Yes,No,Yes
3492554,2.0,8.0,0.0,30.0,40.0,50.0,7.0,17.0,27.0,38.0,3.0,No,0.0,0.99,0.97,0.0,No,No,No,Yes,No,Yes
3492574,5.0,2.0,0.0,0.0,3.0,9.0,0.0,2.0,7.0,8.0,0.0,No,0.0,0.94,0.8,0.0,No,No,No,Yes,No,Yes
3492598,1.0,8.0,0.0,6.0,9.0,12.0,3.0,6.0,9.0,12.0,0.0,No,0.0,0.81,0.78,0.0,No,No,No,Yes,No,Yes
3492605,1.0,8.0,0.0,8.0,20.0,32.0,3.0,15.0,23.0,30.0,1.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,Yes
3492734,3.0,8.0,0.0,375.0,375.0,375.0,4.0,10.0,15.0,23.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,No,No,No,Yes
3492811,0.0,4.0,0.0,27.0,27.0,27.0,7.0,20.0,26.0,33.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,Yes
3492876,130.0,8.0,0.0,2500.0,2500.0,2500.0,37.0,43.0,137.0,148.0,87.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,Yes
3492949,15.0,8.0,3.0,264.0,498.0,663.0,69.0,238.0,426.0,677.0,55.0,No,0.0,0.97,0.99,6.0,No,No,No,Yes,No,Yes
3493192,12.0,2.0,5.0,27.0,54.0,72.0,3.0,16.0,32.0,45.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,Yes
3493250,10.0,2.0,0.0,8.0,16.0,24.0,2.0,6.0,12.0,23.0,0.0,No,0.0,0.91,0.86,0.0,No,No,No,Yes,No,Yes
3493334,14.0,2.0,0.0,1.0,7.0,13.0,2.0,7.0,18.0,30.0,2.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,Yes
3493346,21.0,2.0,0.0,54.0,126.0,198.0,15.0,44.0,99.0,130.0,0.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,Yes
3493387,0.0,8.0,0.0,13.0,16.0,19.0,7.0,13.0,13.0,13.0,0.0,No,0.0,1.0,0.95,0.0,No,No,No,Yes,No,Yes
3493400,8.0,8.0,0.0,18.0,28.0,36.0,1.0,10.0,25.0,50.0,0.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,Yes
3493404,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,1.0,No,0.0,0.91,0.95,0.0,No,No,No,Yes,No,Yes
3493461,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,No,0.0,-99.0,-99.0,2.0,No,No,No,Yes,No,Yes
3493512,6.0,8.0,0.0,8.0,8.0,16.0,2.0,8.0,18.0,31.0,2.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3493615,3.0,2.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.8,0.0,No,No,No,Yes,No,Yes
3493814,81.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,76.0,4.0,No,0.0,1.0,0.7,0.0,No,No,No,Yes,No,Yes
3493884,6.0,2.0,0.0,6.0,6.0,18.0,1.0,5.0,7.0,16.0,0.0,No,0.0,0.42,0.32,0.0,No,No,No,Yes,No,Yes
3493914,1.0,8.0,0.0,32.0,47.0,62.0,17.0,27.0,43.0,61.0,1.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,Yes
3493953,5.0,8.0,0.0,12.0,28.0,38.0,7.0,20.0,54.0,69.0,10.0,No,0.0,0.87,0.82,0.0,No,No,No,Yes,No,Yes
3493998,2.0,16.0,0.0,3.0,3.0,5.0,0.0,1.0,3.0,4.0,1.0,No,0.0,0.31,0.4,0.0,No,No,No,Yes,No,Yes
3494108,0.0,8.0,0.0,291.0,466.0,616.0,0.0,0.0,0.0,0.0,14.0,No,0.0,0.78,0.75,0.0,No,No,No,Yes,No,Yes
3494153,2.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,No,0.0,0.82,0.9,0.0,No,No,No,Yes,No,Yes
3494182,0.0,8.0,0.0,14.0,32.0,56.0,10.0,23.0,51.0,63.0,4.0,No,0.0,0.66,0.66,0.0,No,No,Yes,Yes,No,Yes
3494331,1.0,8.0,1.0,26.0,56.0,83.0,14.0,30.0,63.0,74.0,0.0,No,0.0,0.96,0.97,0.0,No,No,No,Yes,No,Yes
3494467,5.0,8.0,0.0,50.0,50.0,75.0,4.0,17.0,31.0,44.0,4.0,No,0.0,0.87,0.83,0.0,No,No,No,Yes,No,Yes
3494500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
3494531,6.0,4.0,0.0,7.0,13.0,17.0,2.0,3.0,4.0,4.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,Yes
3494541,0.0,12.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,Yes
3494544,0.0,2.0,0.0,131.0,131.0,131.0,0.0,1.0,1.0,1.0,4.0,No,0.0,0.34,0.51,0.0,Yes,No,Yes,Yes,No,Yes
3494547,13.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,30.0,31.0,0.0,No,0.0,1.0,0.92,0.0,Yes,No,No,Yes,No,Yes
3494652,5.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,16.0,1.0,No,0.0,0.79,0.82,0.0,No,No,No,Yes,No,Yes
3494742,0.0,8.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,No,0.0,0.84,0.86,0.0,No,No,No,Yes,No,Yes
3494797,6.0,2.0,0.0,20.0,40.0,60.0,9.0,29.0,53.0,82.0,2.0,No,0.0,0.84,0.89,0.0,No,No,No,Yes,No,Yes
3494867,4.0,8.0,0.0,40.0,68.0,100.0,23.0,48.0,78.0,109.0,13.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,Yes
3494876,5.0,8.0,0.0,30.0,50.0,70.0,6.0,16.0,30.0,51.0,0.0,No,0.0,0.98,0.92,0.0,No,No,No,Yes,No,Yes
3494947,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,No,0.0,0.95,0.95,0.0,No,No,No,Yes,No,Yes
3494949,6.0,8.0,0.0,10.0,16.0,25.0,4.0,11.0,35.0,40.0,0.0,No,0.0,0.74,0.73,0.0,No,No,No,Yes,No,Yes
3495004,-95.0,8.0,2.0,304.0,438.0,586.0,92.0,259.0,496.0,641.0,34.0,No,0.0,0.18,0.38,100.0,No,No,Yes,Yes,No,Yes
3495061,1.0,8.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.0,0.0,0.0,No,No,Yes,Yes,No,Yes
3495159,0.0,8.0,0.0,40.0,60.0,100.0,5.0,23.0,35.0,50.0,3.0,No,0.0,0.94,0.92,0.0,No,No,No,Yes,No,Yes
3495178,5.0,10.0,0.0,3.0,3.0,3.0,6.0,13.0,18.0,35.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,Yes
3495210,0.0,0.0,0.0,4.0,7.0,10.0,1.0,4.0,10.0,10.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,Yes
3495280,-4.0,2.0,0.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,0.0,No,0.0,0.9,0.81,4.0,No,No,No,Yes,No,Yes
3495314,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.01,0.0,Yes,No,No,Yes,No,Yes
3495315,3.0,8.0,0.0,22.0,22.0,26.0,5.0,16.0,35.0,45.0,0.0,No,0.0,0.7,0.73,0.0,No,No,No,Yes,No,Yes
3495470,8.0,2.0,0.0,2.0,2.0,2.0,4.0,13.0,15.0,15.0,2.0,No,0.0,0.78,0.84,0.0,Yes,No,No,Yes,No,Yes
3495512,4.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,Yes
3495579,0.0,8.0,0.0,12.0,16.0,16.0,0.0,9.0,14.0,19.0,0.0,No,0.0,0.66,0.67,0.0,No,No,No,Yes,No,Yes
3495633,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.87,0.88,0.0,No,No,No,Yes,No,Yes
3495636,0.0,8.0,0.0,14.0,30.0,42.0,4.0,14.0,30.0,50.0,2.0,No,0.0,0.84,0.86,0.0,No,No,No,Yes,No,Yes
3495809,0.0,8.0,0.0,65.0,102.0,102.0,0.0,0.0,0.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,Yes
3495917,11.0,8.0,0.0,14.0,28.0,42.0,2.0,10.0,28.0,41.0,6.0,No,0.0,0.59,0.71,0.0,No,No,No,Yes,No,Yes
3496086,0.0,12.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,No,0.0,0.57,0.68,0.0,No,No,Yes,Yes,No,Yes
3496165,6.0,3.0,0.0,5.0,10.0,20.0,3.0,8.0,14.0,15.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
3496274,0.0,12.0,0.0,6.0,8.0,11.0,0.0,4.0,5.0,6.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,Yes
3496323,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,Yes
3496486,3.0,2.0,0.0,9.0,9.0,11.0,6.0,21.0,32.0,32.0,0.0,No,0.0,0.98,0.93,0.0,No,No,No,Yes,No,Yes
3496507,2.0,2.0,0.0,4.0,9.0,14.0,4.0,6.0,6.0,6.0,0.0,No,0.0,0.97,0.93,0.0,No,No,No,Yes,No,Yes
3496546,8.0,8.0,0.0,10.0,20.0,30.0,7.0,13.0,22.0,27.0,5.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,Yes
3496736,0.0,8.0,0.0,6.0,10.0,12.0,6.0,7.0,11.0,15.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
3496890,1.0,0.0,0.0,27.0,47.0,72.0,6.0,20.0,41.0,56.0,4.0,No,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes
3496934,2.0,8.0,0.0,13.0,27.0,34.0,11.0,17.0,26.0,42.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,Yes
3496948,2.0,8.0,0.0,95.0,95.0,95.0,4.0,10.0,17.0,25.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,No,No,No,Yes
3497037,0.0,12.0,0.0,426.0,676.0,926.0,0.0,0.0,0.0,0.0,45.0,No,0.0,0.92,0.9,0.0,Yes,No,No,Yes,No,Yes
3497038,0.0,12.0,0.0,3.0,5.0,6.0,2.0,5.0,5.0,5.0,0.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,Yes
3497069,1.0,13.0,0.0,5.0,5.0,6.0,2.0,4.0,6.0,9.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,Yes
3497147,8.0,12.0,0.0,421.0,421.0,421.0,7.0,28.0,46.0,64.0,1.0,No,0.0,0.27,0.26,0.0,Yes,No,No,No,No,Yes
3497419,0.0,8.0,1.0,20.0,32.0,38.0,4.0,11.0,17.0,31.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
3497452,20.0,2.0,0.0,20.0,20.0,20.0,16.0,24.0,24.0,29.0,1.0,No,0.0,0.69,0.74,0.0,Yes,No,Yes,Yes,No,Yes
3497494,0.0,12.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,Yes,No,Yes,Yes,No,Yes
3497548,10.0,9.0,0.0,16.0,32.0,48.0,8.0,19.0,29.0,42.0,3.0,No,0.0,0.7,0.66,0.0,No,No,Yes,Yes,No,Yes
3497904,1.0,8.0,0.0,3.0,5.0,6.0,1.0,3.0,6.0,9.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,Yes
3498059,2.0,8.0,0.0,11.0,14.0,20.0,0.0,5.0,8.0,12.0,0.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,Yes
3498075,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,Yes
3498102,0.0,8.0,0.0,3.0,5.0,6.0,2.0,3.0,4.0,6.0,0.0,No,0.0,0.98,0.98,0.0,No,No,Yes,Yes,No,Yes
3498124,10.0,8.0,0.0,11.0,27.0,41.0,4.0,14.0,29.0,39.0,0.0,No,0.0,0.94,0.96,0.0,No,No,No,Yes,No,Yes
3498199,0.0,8.0,0.0,4.0,6.0,8.0,0.0,3.0,5.0,8.0,0.0,No,0.0,0.48,0.57,0.0,No,No,Yes,Yes,No,Yes
3498200,4.0,8.0,0.0,0.0,2.0,4.0,1.0,3.0,9.0,11.0,0.0,No,0.0,0.83,0.85,0.0,No,No,No,Yes,No,Yes
3498318,0.0,8.0,0.0,14.0,14.0,14.0,2.0,10.0,16.0,21.0,2.0,No,0.0,-99.0,0.87,0.0,No,No,No,Yes,No,Yes
3498358,8.0,8.0,0.0,10.0,20.0,40.0,1.0,17.0,32.0,42.0,0.0,No,0.0,0.99,0.94,0.0,No,No,No,Yes,No,Yes
3498359,2.0,8.0,0.0,10.0,10.0,20.0,2.0,8.0,14.0,14.0,1.0,No,0.0,0.99,0.94,0.0,No,No,No,Yes,No,Yes
3498379,0.0,8.0,0.0,15.0,30.0,35.0,8.0,15.0,28.0,40.0,3.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
3498415,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.08,0.26,0.0,No,No,No,Yes,No,Yes
3498450,16.0,2.0,0.0,9.0,18.0,27.0,1.0,10.0,16.0,16.0,0.0,No,0.0,0.54,0.56,0.0,Yes,No,No,Yes,No,Yes
3498689,0.0,12.0,0.0,102.0,179.0,240.0,0.0,0.0,0.0,0.0,11.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3498731,5.0,8.0,0.0,4.0,8.0,16.0,1.0,4.0,9.0,13.0,2.0,No,0.0,0.78,0.63,0.0,No,No,Yes,Yes,No,Yes
3498772,8.0,12.0,0.0,16.0,36.0,46.0,8.0,24.0,32.0,71.0,16.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3498811,1.0,12.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
3498898,6.0,2.0,0.0,20.0,20.0,20.0,4.0,6.0,7.0,7.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,Yes,No,No,Yes
3499029,4.0,4.0,0.0,6.0,13.0,20.0,3.0,8.0,12.0,22.0,0.0,No,0.0,0.77,0.84,0.0,No,No,No,Yes,No,Yes
3499035,66.0,8.0,3.0,369.0,433.0,945.0,97.0,573.0,939.0,1044.0,177.0,No,0.0,0.62,0.58,2.0,No,No,No,Yes,No,Yes
3499103,0.0,2.0,8.0,18.0,30.0,42.0,10.0,30.0,58.0,83.0,3.0,No,0.0,0.93,0.94,0.0,No,No,No,Yes,No,Yes
3499284,0.0,10.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,4.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
3499301,28.0,2.0,0.0,0.0,0.0,0.0,14.0,21.0,23.0,27.0,2.0,No,0.0,1.0,0.9,0.0,No,No,No,Yes,No,Yes
3499349,0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.78,0.0,Yes,No,No,Yes,No,Yes
3499351,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,1.0,0.92,0.0,Yes,No,Yes,Yes,No,Yes
3499429,-10.0,12.0,0.0,80.0,80.0,80.0,30.0,55.0,104.0,204.0,0.0,No,0.0,0.7,0.76,10.0,No,No,No,Yes,No,Yes
3499532,2.0,8.0,1.0,10.0,22.0,28.0,1.0,9.0,17.0,24.0,0.0,No,0.0,0.97,0.95,0.0,No,No,No,Yes,No,Yes
3499618,0.0,8.0,0.0,135.0,135.0,270.0,15.0,42.0,70.0,110.0,20.0,No,0.0,-99.0,0.0,0.0,No,No,No,Yes,No,Yes
3499665,4.0,8.0,0.0,6.0,9.0,16.0,4.0,8.0,15.0,19.0,0.0,No,0.0,0.55,0.4,0.0,No,No,No,Yes,No,Yes
3499734,3.0,8.0,0.0,10.0,22.0,28.0,2.0,4.0,8.0,23.0,0.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,Yes
